Treebank,Encoding,Language Model,Finetuned,Pretrained,UAS,LAS,CLAS,MLAS,BLEX,
UD_Welsh-CCG,arc-hybrid,xlm-roberta-base,finetuned,pretrained,63.05,54.53,47.46,5.52,0.0,
UD_Welsh-CCG,arc-hybrid,xlm-roberta-base,not_finetuned,pretrained,42.08,29.74,18.79,1.37,0.0,
UD_Welsh-CCG,arc-hybrid,xlm-roberta-base,not_finetuned,not_pretrained,38.57,23.33,14.07,1.49,0.0,
UD_Welsh-CCG,2-planar-brackets-greedy,google/canine-c,finetuned,pretrained,31.24,7.96,6.13,0.04,0.0,
UD_Welsh-CCG,2-planar-brackets-greedy,google/canine-c,not_finetuned,pretrained,36.11,12.47,9.76,0.1,0.0,
UD_Welsh-CCG,2-planar-brackets-greedy,google/canine-c,not_finetuned,not_pretrained,42.01,25.69,18.18,1.66,0.0,
UD_Welsh-CCG,rel-pos,google/canine-c,finetuned,pretrained,41.78,19.68,15.53,0.49,0.0,
UD_Welsh-CCG,rel-pos,google/canine-c,not_finetuned,pretrained,38.78,21.26,17.96,0.26,0.0,
UD_Welsh-CCG,rel-pos,google/canine-c,not_finetuned,not_pretrained,51.22,34.33,25.43,1.34,0.0,
UD_Welsh-CCG,arc-hybrid,google/canine-c,finetuned,pretrained,28.84,11.98,6.25,0.02,0.0,
UD_Welsh-CCG,arc-hybrid,google/canine-c,not_finetuned,pretrained,24.1,11.89,7.62,0.12,0.0,
UD_Welsh-CCG,arc-hybrid,google/canine-c,not_finetuned,not_pretrained,37.32,24.6,15.51,1.23,0.0,
UD_Vietnamese-VTB,2-planar-brackets-greedy,bert-base-multilingual-cased,finetuned,pretrained,66.66,58.51,56.13,47.18,0.0,
UD_Vietnamese-VTB,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,pretrained,46.73,37.35,35.53,27.77,0.0,
UD_Vietnamese-VTB,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,not_pretrained,25.92,14.73,12.82,9.86,0.0,
UD_Vietnamese-VTB,rel-pos,bert-base-multilingual-cased,finetuned,pretrained,66.68,59.67,59.41,49.88,0.0,
UD_Vietnamese-VTB,rel-pos,bert-base-multilingual-cased,not_finetuned,pretrained,56.36,46.04,43.58,34.91,0.0,
UD_Vietnamese-VTB,rel-pos,bert-base-multilingual-cased,not_finetuned,not_pretrained,38.24,27.59,21.47,16.37,0.0,
UD_Vietnamese-VTB,arc-hybrid,bert-base-multilingual-cased,finetuned,pretrained,62.24,53.38,53.36,45.04,0.0,
UD_Vietnamese-VTB,arc-hybrid,bert-base-multilingual-cased,not_finetuned,pretrained,47.6,37.84,35.16,27.85,0.0,
UD_Vietnamese-VTB,arc-hybrid,bert-base-multilingual-cased,not_finetuned,not_pretrained,29.05,19.56,14.47,10.51,0.0,
UD_Vietnamese-VTB,2-planar-brackets-greedy,xlm-roberta-base,finetuned,pretrained,68.42,60.76,58.3,49.18,0.0,
UD_Vietnamese-VTB,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,pretrained,32.88,24.55,24.79,19.47,0.0,
UD_Vietnamese-VTB,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,not_pretrained,25.98,14.71,12.59,9.37,0.0,
UD_Vietnamese-VTB,rel-pos,xlm-roberta-base,finetuned,pretrained,67.99,61.55,62.08,51.99,0.0,
UD_Vietnamese-VTB,rel-pos,xlm-roberta-base,not_finetuned,pretrained,50.37,39.34,37.31,28.69,0.0,
UD_Vietnamese-VTB,rel-pos,xlm-roberta-base,not_finetuned,not_pretrained,37.12,26.4,20.67,15.56,0.0,
UD_Vietnamese-VTB,arc-hybrid,xlm-roberta-base,finetuned,pretrained,62.63,55.0,55.71,46.68,0.0,
UD_Vietnamese-VTB,arc-hybrid,xlm-roberta-base,not_finetuned,pretrained,36.73,26.73,23.83,17.74,0.0,
UD_Vietnamese-VTB,arc-hybrid,xlm-roberta-base,not_finetuned,not_pretrained,28.62,18.38,13.66,9.86,0.0,
UD_Vietnamese-VTB,2-planar-brackets-greedy,google/canine-c,finetuned,pretrained,21.1,7.65,6.5,5.9,0.0,
UD_Vietnamese-VTB,2-planar-brackets-greedy,google/canine-c,not_finetuned,pretrained,26.22,9.99,8.91,7.48,0.0,
UD_Vietnamese-VTB,2-planar-brackets-greedy,google/canine-c,not_finetuned,not_pretrained,26.06,13.89,11.53,8.33,0.0,
UD_Vietnamese-VTB,rel-pos,google/canine-c,finetuned,pretrained,28.3,15.74,13.5,11.65,0.0,
UD_Vietnamese-VTB,rel-pos,google/canine-c,not_finetuned,pretrained,28.16,15.66,14.24,11.12,0.0,
UD_Vietnamese-VTB,rel-pos,google/canine-c,not_finetuned,not_pretrained,34.65,23.7,19.79,14.43,0.0,
UD_Vietnamese-VTB,arc-hybrid,google/canine-c,finetuned,pretrained,19.2,8.45,5.3,4.25,0.0,
UD_Vietnamese-VTB,arc-hybrid,google/canine-c,not_finetuned,pretrained,15.47,6.25,4.71,3.54,0.0,
UD_Vietnamese-VTB,arc-hybrid,google/canine-c,not_finetuned,not_pretrained,23.45,13.58,11.15,7.61,0.0,
UD_Basque-BDT,2-planar-brackets-greedy,bert-base-multilingual-cased,finetuned,pretrained,81.99,77.43,75.5,28.82,0.0,
UD_Basque-BDT,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,pretrained,56.66,45.51,39.95,14.59,0.01,
UD_Basque-BDT,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,not_pretrained,29.0,17.9,10.42,3.51,0.0,
UD_Basque-BDT,rel-pos,bert-base-multilingual-cased,finetuned,pretrained,31.12,29.51,30.2,7.03,0.0,
UD_Basque-BDT,rel-pos,bert-base-multilingual-cased,not_finetuned,pretrained,25.8,21.1,20.35,4.82,0.01,
UD_Basque-BDT,rel-pos,bert-base-multilingual-cased,not_finetuned,not_pretrained,15.28,9.28,6.69,1.67,0.0,
UD_Basque-BDT,arc-hybrid,bert-base-multilingual-cased,finetuned,pretrained,77.78,73.55,73.05,27.92,0.01,
UD_Basque-BDT,arc-hybrid,bert-base-multilingual-cased,not_finetuned,pretrained,49.47,41.91,37.13,13.78,0.0,
UD_Basque-BDT,arc-hybrid,bert-base-multilingual-cased,not_finetuned,not_pretrained,24.55,16.27,9.75,3.55,0.0,
UD_Basque-BDT,2-planar-brackets-greedy,xlm-roberta-base,finetuned,pretrained,83.29,79.31,77.87,29.72,0.01,
UD_Basque-BDT,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,pretrained,53.12,40.87,35.4,12.48,0.01,
UD_Basque-BDT,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,not_pretrained,28.44,17.22,10.24,3.53,0.0,
UD_Basque-BDT,rel-pos,xlm-roberta-base,finetuned,pretrained,31.71,30.33,31.02,7.32,0.0,
UD_Basque-BDT,rel-pos,xlm-roberta-base,not_finetuned,pretrained,25.89,19.7,18.6,4.65,0.0,
UD_Basque-BDT,rel-pos,xlm-roberta-base,not_finetuned,not_pretrained,14.95,9.16,6.75,1.58,0.0,
UD_Basque-BDT,arc-hybrid,xlm-roberta-base,finetuned,pretrained,77.59,73.78,74.13,28.14,0.01,
UD_Basque-BDT,arc-hybrid,xlm-roberta-base,not_finetuned,pretrained,45.86,37.55,32.21,11.71,0.01,
UD_Basque-BDT,arc-hybrid,xlm-roberta-base,not_finetuned,not_pretrained,23.75,15.57,9.59,3.39,0.0,
UD_Basque-BDT,2-planar-brackets-greedy,google/canine-c,finetuned,pretrained,49.79,32.89,23.92,8.17,0.0,
UD_Basque-BDT,2-planar-brackets-greedy,google/canine-c,not_finetuned,pretrained,28.18,14.76,8.18,2.69,0.0,
UD_Basque-BDT,2-planar-brackets-greedy,google/canine-c,not_finetuned,not_pretrained,31.13,18.76,10.51,3.61,0.0,
UD_Basque-BDT,rel-pos,google/canine-c,finetuned,pretrained,25.22,18.54,16.93,3.94,0.0,
UD_Basque-BDT,rel-pos,google/canine-c,not_finetuned,pretrained,14.02,7.45,5.4,1.2,0.0,
UD_Basque-BDT,rel-pos,google/canine-c,not_finetuned,not_pretrained,15.67,9.41,6.68,1.63,0.0,
UD_Basque-BDT,arc-hybrid,google/canine-c,finetuned,pretrained,46.94,35.0,28.07,9.76,0.0,
UD_Basque-BDT,arc-hybrid,google/canine-c,not_finetuned,pretrained,21.31,12.62,5.52,1.63,0.0,
UD_Basque-BDT,arc-hybrid,google/canine-c,not_finetuned,not_pretrained,24.91,16.22,8.06,2.8,0.0,
UD_Bulgarian-BTB,2-planar-brackets-greedy,bert-base-multilingual-cased,finetuned,pretrained,93.38,90.45,87.82,1.62,0.0,
UD_Bulgarian-BTB,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,pretrained,71.58,63.43,58.16,0.83,0.0,
UD_Bulgarian-BTB,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,not_pretrained,30.26,20.77,16.03,0.35,0.0,
UD_Bulgarian-BTB,rel-pos,bert-base-multilingual-cased,finetuned,pretrained,92.58,89.91,87.35,1.68,0.0,
UD_Bulgarian-BTB,rel-pos,bert-base-multilingual-cased,not_finetuned,pretrained,78.2,72.65,65.9,1.25,0.0,
UD_Bulgarian-BTB,rel-pos,bert-base-multilingual-cased,not_finetuned,not_pretrained,44.08,37.84,26.09,0.52,0.0,
UD_Bulgarian-BTB,arc-hybrid,bert-base-multilingual-cased,finetuned,pretrained,91.11,88.09,85.34,1.64,0.0,
UD_Bulgarian-BTB,arc-hybrid,bert-base-multilingual-cased,not_finetuned,pretrained,63.02,56.44,50.41,1.03,0.0,
UD_Bulgarian-BTB,arc-hybrid,bert-base-multilingual-cased,not_finetuned,not_pretrained,29.36,22.4,14.45,0.31,0.0,
UD_Bulgarian-BTB,2-planar-brackets-greedy,xlm-roberta-base,finetuned,pretrained,94.66,91.99,89.67,1.67,0.0,
UD_Bulgarian-BTB,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,pretrained,64.28,55.27,49.23,0.66,0.0,
UD_Bulgarian-BTB,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,not_pretrained,32.54,22.34,16.38,0.3,0.0,
UD_Bulgarian-BTB,rel-pos,xlm-roberta-base,finetuned,pretrained,93.63,91.31,89.38,1.69,0.0,
UD_Bulgarian-BTB,rel-pos,xlm-roberta-base,not_finetuned,pretrained,72.69,65.87,59.99,0.95,0.0,
UD_Bulgarian-BTB,rel-pos,xlm-roberta-base,not_finetuned,not_pretrained,43.63,37.54,26.08,0.56,0.0,
UD_Bulgarian-BTB,arc-hybrid,xlm-roberta-base,finetuned,pretrained,92.58,90.12,88.42,1.7,0.0,
UD_Bulgarian-BTB,arc-hybrid,xlm-roberta-base,not_finetuned,pretrained,54.69,47.94,43.55,0.73,0.0,
UD_Bulgarian-BTB,arc-hybrid,xlm-roberta-base,not_finetuned,not_pretrained,29.54,22.71,14.75,0.36,0.0,
UD_Bulgarian-BTB,2-planar-brackets-greedy,google/canine-c,finetuned,pretrained,66.36,54.13,49.37,0.41,0.0,
UD_Bulgarian-BTB,2-planar-brackets-greedy,google/canine-c,not_finetuned,pretrained,32.8,17.97,14.33,0.3,0.0,
UD_Bulgarian-BTB,2-planar-brackets-greedy,google/canine-c,not_finetuned,not_pretrained,35.46,23.93,18.54,0.29,0.0,
UD_Bulgarian-BTB,rel-pos,google/canine-c,finetuned,pretrained,71.13,62.22,56.48,0.68,0.0,
UD_Bulgarian-BTB,rel-pos,google/canine-c,not_finetuned,pretrained,40.37,29.49,23.48,0.37,0.0,
UD_Bulgarian-BTB,rel-pos,google/canine-c,not_finetuned,not_pretrained,44.86,35.89,26.85,0.53,0.0,
UD_Bulgarian-BTB,arc-hybrid,google/canine-c,finetuned,pretrained,56.57,48.82,44.19,0.69,0.0,
UD_Bulgarian-BTB,arc-hybrid,google/canine-c,not_finetuned,pretrained,26.7,16.17,11.01,0.26,0.0,
UD_Bulgarian-BTB,arc-hybrid,google/canine-c,not_finetuned,not_pretrained,29.57,21.35,14.34,0.39,0.0,
UD_Turkish-BOUN,2-planar-brackets-greedy,bert-base-multilingual-cased,finetuned,pretrained,76.44,68.81,65.96,10.46,0.0,
UD_Turkish-BOUN,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,pretrained,57.66,42.89,37.31,6.2,0.0,
UD_Turkish-BOUN,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,not_pretrained,35.97,20.02,11.8,2.43,0.0,
UD_Turkish-BOUN,rel-pos,bert-base-multilingual-cased,finetuned,pretrained,69.69,63.14,60.6,9.52,0.0,
UD_Turkish-BOUN,rel-pos,bert-base-multilingual-cased,not_finetuned,pretrained,52.46,43.53,37.74,6.76,0.0,
UD_Turkish-BOUN,rel-pos,bert-base-multilingual-cased,not_finetuned,not_pretrained,29.29,21.36,11.95,2.64,0.0,
UD_Turkish-BOUN,arc-hybrid,bert-base-multilingual-cased,finetuned,pretrained,75.26,67.94,65.14,10.55,0.0,
UD_Turkish-BOUN,arc-hybrid,bert-base-multilingual-cased,not_finetuned,pretrained,50.95,41.45,33.42,6.72,0.0,
UD_Turkish-BOUN,arc-hybrid,bert-base-multilingual-cased,not_finetuned,not_pretrained,26.72,19.15,7.74,2.91,0.0,
UD_Turkish-BOUN,2-planar-brackets-greedy,xlm-roberta-base,finetuned,pretrained,79.7,72.91,70.86,11.28,0.0,
UD_Turkish-BOUN,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,pretrained,55.25,41.31,36.59,5.79,0.0,
UD_Turkish-BOUN,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,not_pretrained,35.27,19.36,11.73,2.76,0.0,
UD_Turkish-BOUN,rel-pos,xlm-roberta-base,finetuned,pretrained,71.5,65.93,64.11,10.05,0.0,
UD_Turkish-BOUN,rel-pos,xlm-roberta-base,not_finetuned,pretrained,50.51,42.54,37.73,6.98,0.0,
UD_Turkish-BOUN,rel-pos,xlm-roberta-base,not_finetuned,not_pretrained,28.85,20.17,11.56,2.81,0.0,
UD_Turkish-BOUN,arc-hybrid,xlm-roberta-base,finetuned,pretrained,77.98,71.77,69.56,11.21,0.0,
UD_Turkish-BOUN,arc-hybrid,xlm-roberta-base,not_finetuned,pretrained,48.83,40.24,32.53,6.73,0.0,
UD_Turkish-BOUN,arc-hybrid,xlm-roberta-base,not_finetuned,not_pretrained,25.67,18.74,7.38,3.19,0.0,
UD_Turkish-BOUN,2-planar-brackets-greedy,google/canine-c,finetuned,pretrained,56.69,37.08,29.93,3.25,0.0,
UD_Turkish-BOUN,2-planar-brackets-greedy,google/canine-c,not_finetuned,pretrained,38.97,18.51,10.83,0.84,0.0,
UD_Turkish-BOUN,2-planar-brackets-greedy,google/canine-c,not_finetuned,not_pretrained,34.78,18.88,10.49,1.99,0.0,
UD_Turkish-BOUN,rel-pos,google/canine-c,finetuned,pretrained,50.11,37.31,32.29,3.45,0.0,
UD_Turkish-BOUN,rel-pos,google/canine-c,not_finetuned,pretrained,32.23,19.1,12.19,0.73,0.0,
UD_Turkish-BOUN,rel-pos,google/canine-c,not_finetuned,not_pretrained,29.43,19.45,11.16,1.69,0.0,
UD_Turkish-BOUN,arc-hybrid,google/canine-c,finetuned,pretrained,53.94,39.99,32.58,3.32,0.0,
UD_Turkish-BOUN,arc-hybrid,google/canine-c,not_finetuned,pretrained,22.99,14.08,5.86,0.25,0.0,
UD_Turkish-BOUN,arc-hybrid,google/canine-c,not_finetuned,not_pretrained,24.57,16.42,6.58,1.47,0.0,
UD_Ancient_Greek-Perseus,2-planar-brackets-greedy,bert-base-multilingual-cased,finetuned,pretrained,60.32,51.69,44.11,9.48,0.0,
UD_Ancient_Greek-Perseus,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,pretrained,34.03,23.72,15.98,3.88,0.0,
UD_Ancient_Greek-Perseus,2-planar-brackets-greedy,bert-base-multilingual-cased,not_finetuned,not_pretrained,11.91,6.61,4.89,1.68,0.0,
UD_Ancient_Greek-Perseus,rel-pos,bert-base-multilingual-cased,finetuned,pretrained,61.59,53.95,47.51,9.22,0.0,
UD_Ancient_Greek-Perseus,rel-pos,bert-base-multilingual-cased,not_finetuned,pretrained,40.48,30.95,20.97,4.87,0.0,
UD_Ancient_Greek-Perseus,rel-pos,bert-base-multilingual-cased,not_finetuned,not_pretrained,29.31,19.83,10.14,4.32,0.0,
UD_Ancient_Greek-Perseus,arc-hybrid,bert-base-multilingual-cased,finetuned,pretrained,57.21,49.35,42.33,9.16,0.0,
UD_Ancient_Greek-Perseus,arc-hybrid,bert-base-multilingual-cased,not_finetuned,pretrained,32.14,24.29,14.13,3.49,0.0,
UD_Ancient_Greek-Perseus,arc-hybrid,bert-base-multilingual-cased,not_finetuned,not_pretrained,20.28,14.53,4.76,1.6,0.0,
UD_Ancient_Greek-Perseus,2-planar-brackets-greedy,xlm-roberta-base,finetuned,pretrained,74.34,67.69,61.53,12.65,0.0,
UD_Ancient_Greek-Perseus,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,pretrained,33.16,23.69,17.21,4.66,0.0,
UD_Ancient_Greek-Perseus,2-planar-brackets-greedy,xlm-roberta-base,not_finetuned,not_pretrained,11.04,5.43,5.04,1.99,0.0,
UD_Ancient_Greek-Perseus,rel-pos,xlm-roberta-base,finetuned,pretrained,74.65,69.16,64.02,12.36,0.0,
UD_Ancient_Greek-Perseus,rel-pos,xlm-roberta-base,not_finetuned,pretrained,41.84,32.39,24.3,5.18,0.0,
UD_Ancient_Greek-Perseus,rel-pos,xlm-roberta-base,not_finetuned,not_pretrained,27.92,17.79,9.84,4.26,0.0,
UD_Ancient_Greek-Perseus,arc-hybrid,xlm-roberta-base,finetuned,pretrained,69.42,63.99,58.81,12.6,0.0,
UD_Ancient_Greek-Perseus,arc-hybrid,xlm-roberta-base,not_finetuned,pretrained,35.25,27.29,17.35,3.88,0.0,
UD_Ancient_Greek-Perseus,arc-hybrid,xlm-roberta-base,not_finetuned,not_pretrained,20.07,12.85,4.48,1.66,0.0,
UD_Ancient_Greek-Perseus,2-planar-brackets-greedy,google/canine-c,finetuned,pretrained,49.57,37.05,28.64,7.24,0.0,
UD_Ancient_Greek-Perseus,2-planar-brackets-greedy,google/canine-c,not_finetuned,pretrained,19.13,11.26,6.48,1.59,0.0,
UD_Ancient_Greek-Perseus,2-planar-brackets-greedy,google/canine-c,not_finetuned,not_pretrained,21.36,13.36,7.64,2.29,0.0,
UD_Ancient_Greek-Perseus,rel-pos,google/canine-c,finetuned,pretrained,53.22,44.53,38.04,7.8,0.0,
UD_Ancient_Greek-Perseus,rel-pos,google/canine-c,not_finetuned,pretrained,29.08,19.61,11.82,4.08,0.0,
UD_Ancient_Greek-Perseus,rel-pos,google/canine-c,not_finetuned,not_pretrained,30.66,21.38,12.22,4.14,0.0,
UD_Ancient_Greek-Perseus,arc-hybrid,google/canine-c,finetuned,pretrained,47.67,38.74,31.83,7.67,0.0,
UD_Ancient_Greek-Perseus,arc-hybrid,google/canine-c,not_finetuned,pretrained,20.42,13.98,5.4,1.79,0.0,
UD_Ancient_Greek-Perseus,arc-hybrid,google/canine-c,not_finetuned,not_pretrained,22.0,15.43,5.97,2.04,0.0,
UD_Ligurian-GLT,2-planar-brackets-greedy,google/canine-s,finetuned,pretrained,2.11,0.77,1.69,0.15,0.0,
UD_Ligurian-GLT,2-planar-brackets-greedy,google/canine-s,not_finetuned,pretrained,15.16,5.66,3.1,0.19,0.0,
UD_Ligurian-GLT,2-planar-brackets-greedy,google/canine-s,not_finetuned,not_pretrained,9.93,4.75,5.23,0.55,0.0,
UD_Ligurian-GLT,rel-pos,google/canine-s,finetuned,pretrained,27.64,15.5,3.79,0.0,0.0,
UD_Ligurian-GLT,rel-pos,google/canine-s,not_finetuned,pretrained,34.55,18.09,15.02,4.52,0.0,
UD_Ligurian-GLT,rel-pos,google/canine-s,not_finetuned,not_pretrained,27.98,17.9,6.07,2.07,0.0,
UD_Ligurian-GLT,arc-hybrid,google/canine-s,finetuned,pretrained,11.52,5.47,1.9,0.0,0.0,
UD_Ligurian-GLT,arc-hybrid,google/canine-s,not_finetuned,pretrained,21.16,11.71,4.81,1.78,0.0,
UD_Ligurian-GLT,arc-hybrid,google/canine-s,not_finetuned,not_pretrained,19.58,10.8,4.46,0.54,0.0,
UD_Bhojpuri-BHTB,2-planar-brackets-greedy,google/canine-s,finetuned,pretrained,15.71,14.22,0.87,0.08,0.0,
UD_Bhojpuri-BHTB,2-planar-brackets-greedy,google/canine-s,not_finetuned,pretrained,14.91,11.34,0.44,0.09,0.0,
UD_Bhojpuri-BHTB,2-planar-brackets-greedy,google/canine-s,not_finetuned,not_pretrained,16.19,13.37,1.33,0.16,0.0,
UD_Bhojpuri-BHTB,rel-pos,google/canine-s,finetuned,pretrained,35.14,23.54,15.26,2.12,0.0,
UD_Bhojpuri-BHTB,rel-pos,google/canine-s,not_finetuned,pretrained,26.52,18.37,9.09,0.85,0.0,
UD_Bhojpuri-BHTB,rel-pos,google/canine-s,not_finetuned,not_pretrained,33.28,22.79,13.12,1.25,0.0,
UD_Bhojpuri-BHTB,arc-hybrid,google/canine-s,finetuned,pretrained,25.13,16.77,5.64,0.39,0.0,
UD_Bhojpuri-BHTB,arc-hybrid,google/canine-s,not_finetuned,pretrained,15.02,10.28,2.88,0.23,0.0,
UD_Bhojpuri-BHTB,arc-hybrid,google/canine-s,not_finetuned,not_pretrained,23.48,17.68,6.02,0.39,0.0,
UD_Kiche-IU,2-planar-brackets-greedy,google/canine-s,finetuned,pretrained,65.61,51.05,44.01,14.22,0.0,
UD_Kiche-IU,2-planar-brackets-greedy,google/canine-s,not_finetuned,pretrained,59.55,43.1,36.86,10.3,0.0,
UD_Kiche-IU,2-planar-brackets-greedy,google/canine-s,not_finetuned,not_pretrained,62.24,47.81,40.91,13.23,0.0,
UD_Kiche-IU,rel-pos,google/canine-s,finetuned,pretrained,69.8,60.11,53.09,18.66,0.0,
UD_Kiche-IU,rel-pos,google/canine-s,not_finetuned,pretrained,56.84,46.37,39.44,12.69,0.0,
UD_Kiche-IU,rel-pos,google/canine-s,not_finetuned,not_pretrained,62.47,50.65,42.02,14.64,0.0,
UD_Kiche-IU,arc-hybrid,google/canine-s,finetuned,pretrained,62.89,52.0,44.1,16.66,0.0,
UD_Kiche-IU,arc-hybrid,google/canine-s,not_finetuned,pretrained,51.47,40.67,33.17,11.41,0.0,
UD_Kiche-IU,arc-hybrid,google/canine-s,not_finetuned,not_pretrained,55.4,43.29,35.63,13.19,0.0,
UD_Guajajara-TuDeT,2-planar-brackets-greedy,google/canine-s,finetuned,pretrained,48.07,29.92,23.2,5.67,0.0,
UD_Guajajara-TuDeT,2-planar-brackets-greedy,google/canine-s,not_finetuned,pretrained,53.45,29.75,24.51,6.41,0.0,
UD_Guajajara-TuDeT,2-planar-brackets-greedy,google/canine-s,not_finetuned,not_pretrained,50.42,29.41,25.54,7.8,0.0,
UD_Guajajara-TuDeT,rel-pos,google/canine-s,finetuned,pretrained,54.29,31.43,24.31,5.01,0.0,
UD_Guajajara-TuDeT,rel-pos,google/canine-s,not_finetuned,pretrained,57.14,32.1,24.94,5.24,0.0,
